Java HotSpot(TM) 64-Bit Server VM (25.162-b12) for linux-amd64 JRE (1.8.0_162-b12), built on Dec 19 2017 21:15:48 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2018-06-02T21:32:17.684+0800: 41.481: [GC (Allocation Failure) [PSYoungGen: 431520K->416K(412160K)] 464477K->33661K(495616K), 0.0020134 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:17.906+0800: 41.703: [GC (Allocation Failure) [PSYoungGen: 411552K->384K(392704K)] 444797K->33917K(476160K), 0.0016089 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:18.108+0800: 41.905: [GC (Allocation Failure) [PSYoungGen: 392576K->320K(375296K)] 426109K->34109K(458752K), 0.0021319 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:18.293+0800: 42.090: [GC (Allocation Failure) [PSYoungGen: 374592K->384K(357888K)] 408381K->34437K(441344K), 0.0017457 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:18.470+0800: 42.267: [GC (Allocation Failure) [PSYoungGen: 357760K->288K(342016K)] 391813K->34589K(425472K), 0.0018024 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:18.638+0800: 42.434: [GC (Allocation Failure) [PSYoungGen: 341280K->320K(326144K)] 375581K->34869K(409600K), 0.0014190 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:18.792+0800: 42.589: [GC (Allocation Failure) [PSYoungGen: 325952K->320K(311808K)] 360501K->35093K(395264K), 0.0014780 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:18.970+0800: 42.767: [GC (Allocation Failure) [PSYoungGen: 311104K->256K(297472K)] 345877K->35245K(380928K), 0.0021703 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:19.118+0800: 42.915: [GC (Allocation Failure) [PSYoungGen: 297216K->256K(357376K)] 332205K->35469K(440832K), 0.0020008 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:19.296+0800: 43.093: [GC (Allocation Failure) [PSYoungGen: 356608K->384K(340992K)] 391821K->35797K(424448K), 0.0013765 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:19.459+0800: 43.256: [GC (Allocation Failure) [PSYoungGen: 340864K->384K(326144K)] 376277K->36037K(409600K), 0.0016507 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:19.619+0800: 43.416: [GC (Allocation Failure) [PSYoungGen: 325504K->288K(311296K)] 361157K->36165K(394752K), 0.0015010 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:19.769+0800: 43.566: [GC (Allocation Failure) [PSYoungGen: 311072K->256K(374272K)] 346949K->36357K(457728K), 0.0018961 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2018-06-02T21:32:19.980+0800: 43.777: [GC (Allocation Failure) [PSYoungGen: 373504K->320K(448512K)] 409605K->36629K(531968K), 0.0035665 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:20.203+0800: 44.000: [GC (Allocation Failure) [PSYoungGen: 448320K->416K(538112K)] 484629K->36973K(621568K), 0.0019131 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2018-06-02T21:32:20.464+0800: 44.261: [GC (Allocation Failure) [PSYoungGen: 538016K->448K(513024K)] 574573K->37293K(596480K), 0.0017794 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
